"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YML031W",1140.31642470662,0.31047345449602,0.0874056796060371,3.55209702499213,0.000382173910029124,0.00153013418682928
"YML120C",241.711349004325,0.456679330689773,0.168858263377279,2.70451277631238,0.00684046391119785,0.0194544744568916
"YMR251W",25.0969693316935,-0.727321767615416,0.306720221339996,-2.37128730684238,0.017726245848629,0.0431460339458239
"YMR214W",722.356660004281,0.566606978594879,0.117138360450354,4.83707451953814,1.31764038979262e-06,8.61596410620541e-06
"YMR271C",76.1914459428528,-0.51719649744556,0.19889297210064,-2.60037593074862,0.00931216852542351,0.0251716474075616
"snR24",106.72644619139,0.843290917894536,0.171384230000378,4.92046974154317,8.63367476382099e-07,5.78782692675478e-06
"YMR226C",2050.02283717474,0.162890774525158,0.0516076885144137,3.15632765609458,0.00159769273754854,0.00547021193725041
"YML110C",1310.91328997311,0.433653488928702,0.0803870865346628,5.39456656065911,6.86891612346044e-08,5.55607385296889e-07
"YML007W",1342.70372704615,0.374327250602712,0.0601727858775885,6.22087286043592,4.9439667309807e-10,5.38436786298956e-09
"YMR190C",1126.97918010587,0.597961611326973,0.100050213034593,5.97661507347541,2.27821644774681e-09,2.31521932635671e-08
"YMR037C",647.306810305348,-0.268558843899126,0.0895579132913832,-2.99871707623815,0.00271118941855619,0.00864708189366597
"YML024W",12347.1383682085,-0.420786913162337,0.093193568026003,-4.51519264768281,6.32592324765658e-06,3.69031464045195e-05
"YMR187C",124.65125836496,-0.774204324275548,0.138305408402101,-5.59778777431951,2.17104287608509e-08,1.90324115867789e-07
"YMR238W",913.129481887776,0.525840910676283,0.0688475276046929,7.63776026490805,2.21032923401127e-14,4.08878874535069e-13
"YMR130W",290.990817192887,-1.15552523783841,0.113416062581637,-10.1883737764804,2.23471026215947e-24,9.08402604656161e-23
"YMR005W",561.020363617366,0.213654088871724,0.0714845270974328,2.98881586753053,0.00280060853131655,0.00890557232031003
"YMR194W",1995.210787537,-0.604916547398129,0.0885793254096553,-6.82909408714228,8.54525193346769e-12,1.19334349757967e-10
"YML065W",768.234051505162,-0.300907545019321,0.0730033572629912,-4.1218316020086,3.75871929643544e-05,0.0001876256240653
"snR85",98.2185066508045,-0.95351720150675,0.242404614665598,-3.93357693632255,8.36910342023544e-05,0.00038648059354517
"YMR145C",2255.34606645592,0.167971917079067,0.0656095892409275,2.56017327683993,0.0104619985190482,0.0277739078820988
"YMR015C",1698.94194885228,-0.328746922312302,0.107139782200768,-3.0683926694593,0.00215213622041449,0.00706260227772597
"YML070W",1617.23454103573,0.419077863980352,0.0697728356572971,6.00631836204472,1.89783367088514e-09,1.95039846821078e-08
"YMR125W",2761.77627065768,0.253254124693417,0.0777044923798928,3.2591954073295,0.00111728683234555,0.00397465137348344
"YMR141W-A",144.029933903062,-0.481719829736556,0.161597631499821,-2.98098323141012,0.00287324525339002,0.00910027355192809
"YMR069W",44.6594097452149,-1.26201567669073,0.250084278196502,-5.04636151377381,4.50303010712564e-07,3.15113356838551e-06
"YML124C",2179.14267151394,0.506942074730734,0.061142003384407,8.29122447204632,1.1208852242771e-16,2.61076259172864e-15
"YMR171C",632.937774368947,-0.316338893089939,0.0922121102287213,-3.43055692257013,0.000602343580128594,0.00228682732205871
"YMR128W",2920.87843750141,0.588161825698115,0.090964788502159,6.46581864678502,1.00751852618762e-10,1.20637584130007e-09
"YMR039C",527.218079775925,0.305331249145382,0.0982004561374368,3.1092650803786,0.00187553365927164,0.00629981884919559
"YMR230W",5277.93811293989,-0.22565653666938,0.0837193985396651,-2.69539127855138,0.00703060174963502,0.0199242008730776
"YMR267W",273.928775190866,-0.760490101085229,0.118489162238546,-6.41822498123657,1.3787240161618e-10,1.62343481017429e-09
"YMR247C",1539.92572486397,-0.369810630523249,0.0881498562207421,-4.19524938982522,2.72571513405643e-05,0.000139947819674563
"YMR152W",531.037085806176,0.512870189513143,0.0972237478689388,5.2751534553524,1.32645045281291e-07,1.01992852889783e-06
"YMR251W-A",396.652306170634,1.46616088174561,0.2148373295109,6.82451641473799,8.8221986906378e-12,1.22665080705121e-10
"YMR146C",2792.85305084223,0.344910598745704,0.0733596602435194,4.70163844271856,2.58082189272867e-06,1.61478483523474e-05
"YMR032W",502.77741132293,-0.494568972540181,0.0763802234951605,-6.47509197942471,9.47542024542444e-11,1.14098362276035e-09
"YMR234W",235.887250310801,-0.291862133695795,0.12236179475416,-2.38523907141262,0.0170680254789635,0.0418150244171766
"YMR062C",992.178949060867,-1.37051797632846,0.107915142227015,-12.6999598763015,5.9160030368096e-37,4.77923182036947e-35
"YMR038C",1099.33649419302,0.401064872496232,0.0702010291600837,5.71309106568308,1.10942270499389e-08,1.01003362386177e-07
"YMR272W-B",26.0072498930598,-0.762552863636385,0.307531329175736,-2.4795940812932,0.0131532025343848,0.0337804875281907
"snR54",43.4652158341086,1.64678689874835,0.222201276432932,7.41123959855113,1.2512428783279e-13,2.1294485465303e-12
"YMR081C",51.8059093565794,-0.490839385772593,0.209357956647438,-2.34449835885231,0.0190526943746752,0.0457982280599537
"YMR314W",1178.52333489957,0.498611926859414,0.076044903509939,6.55680925144768,5.4971254477258e-11,6.87895188380119e-10
"YML103C",2703.29291153411,-0.282728808701283,0.0958093882641513,-2.95095098532292,0.00316797185135689,0.00990592668072496
"YMR306W",379.156659880712,0.461789583155518,0.13775196906846,3.35232654951028,0.000801354373501469,0.00295621018016553
"YMR186W",39367.2172478898,0.627208071290991,0.187735361640577,3.34091598838898,0.000835024858645016,0.00306800728144645
"YMR013C",198.691815225214,-0.32428878050337,0.139303103003096,-2.32793651765362,0.019915474812298,0.0476388906492075
"YMR212C",1454.91659139913,-0.232508434606469,0.0812272480028473,-2.86244382671094,0.00420387771610476,0.0127272996129889
"YML116W",246.769824966343,-1.08989604517231,0.129445970792864,-8.41969849271198,3.77454442366408e-17,9.30082722464252e-16
"YMR273C",633.546247267752,-0.214159872080364,0.0882603697245761,-2.42645564196783,0.0152471141005719,0.0381596400744509
"YMR292W",360.727020260001,-0.345960331849354,0.10200032173118,-3.39175726093418,0.000694459345665822,0.00260096217373197
"YML076C",481.544117208334,-0.247437001864214,0.0906612632068458,-2.7292472342866,0.00634790925233268,0.0181996212256905
"YML035C",1373.22598029033,0.183197610833894,0.077587305396356,2.36118022011496,0.0182168753306333,0.0442221751084449
"YMR173W",225.941848550734,1.23120894635002,0.223703872856434,5.50374443959746,3.7180840800565e-08,3.14288908594975e-07
"YMR307W",13917.6876912638,-0.829824891081309,0.106183886265088,-7.81497946882118,5.49719893473459e-15,1.09293219942293e-13
"YMR121C",330.368304252564,0.347764990559392,0.0827471436294534,4.20274314382022,2.63699755317651e-05,0.000136159533854146
"YML066C",29.3502708136165,-1.0283038581698,0.327936743104626,-3.13567747375512,0.00171457651488057,0.00582974284388267
"YMR045C",682.251286507977,-0.715159647230838,0.176145817341816,-4.06004330970317,4.90636143101748e-05,0.000237394985995099
"YBR293W",213.833857705442,0.377992079620937,0.112007830657069,3.37469333530995,0.000738979881957088,0.00275316381007013
"YBR115C",1578.25301054736,0.24927744222524,0.0942023189828601,2.64619220542326,0.00814035486709425,0.0225094214739149
"YBR031W",6476.34675595522,-0.52513441472897,0.0620098507804352,-8.46856439936243,2.48435869458273e-17,6.19342858938554e-16
"YBR182C",53.085402287817,0.85087975516431,0.183342961374975,4.64091857567458,3.46863793726413e-06,2.1143120645291e-05
"YBR119W",133.840422650383,-0.942721018121317,0.139308176113168,-6.76716216107438,1.31332852612756e-11,1.79478857681929e-10
"YBL022C",3335.38167411543,0.556189035960669,0.0994816935510601,5.59086818998712,2.25937048646576e-08,1.96716268003062e-07
"snR161",102.126720855775,-0.674738280720744,0.192625402791789,-3.50285201713544,0.000460305114717549,0.00180668342074256
"YBR234C",1645.88347747682,0.615043279877515,0.0579257887633237,10.61777997345,2.46350158597522e-26,1.11504022139673e-24
"YBR227C",559.516117664859,0.235461042830034,0.082550509255255,2.85232695660257,0.00434004350516485,0.0130713344265984
"YBR218C",5295.61958249044,-1.28920292224036,0.0646375127262198,-19.9451196041676,1.65254440692608e-88,6.20384612058955e-86
"YBR244W",402.757054661207,-0.865009075300346,0.101812172025493,-8.49612632842913,1.96022652330762e-17,4.9447295145254e-16
"YBR083W",655.390327737746,-1.01570564096795,0.113276204539664,-8.96662847325795,3.05729260193876e-19,9.16039501670102e-18
"YBR284W",74.0305914144689,0.755508537209042,0.19119414636773,3.95152546017778,7.76546086920278e-05,0.000361157185088763
"YBR158W",2083.84501825974,-0.861812023517225,0.0943564192643733,-9.13358126809105,6.62699644863751e-20,2.07321035956885e-18
"YBR111W-A",121.506531070155,-0.513114701457963,0.146628843896018,-3.49941176527203,0.000466285900152997,0.00182790946853589
"YBR229C",1744.69030691343,0.40363130629316,0.0710636211983255,5.67985840697168,1.34806290968113e-08,1.21003340219198e-07
"YBR042C",539.407633171091,-0.350103673407671,0.101932198754476,-3.43467204362936,0.000593271344747587,0.00225641103824738
"YBR298C",121.687030454982,-0.512766980630752,0.147353726628037,-3.4798372078171,0.000501718541661406,0.00194058650477763
"YBR014C",288.684472419401,-0.267437962906197,0.104816508368064,-2.55148704216597,0.0107264312695491,0.028367634212515
"YBR060C",477.929877439548,-0.500281780639845,0.0789476021553566,-6.33688379357448,2.3445868716821e-10,2.68638301886448e-09
"YBR180W",44.4162593276898,-0.711583133749532,0.222616849931755,-3.1964477709916,0.00139131012652209,0.00484680198005677
"YBR212W",621.442108686652,1.06822643310717,0.163748680147615,6.52357278326881,6.86520743244674e-11,8.37739079041589e-10
"YBR071W",282.656834235295,0.936761609329612,0.0998339926822985,9.38319288011115,6.4004547277859e-21,2.1612540779222e-19
"YBL107C",158.649608619042,-0.340773062324644,0.118384803375063,-2.87852032194552,0.00399545537653754,0.0121539543436905
"YBR097W",581.788151150043,-0.459603375676617,0.108544401720463,-4.23424302305561,2.29322847891342e-05,0.000119572553570314
"YBR039W",1505.33690640014,0.788022075539777,0.0702200032853567,11.2221879617045,3.17320927827924e-29,1.67367120776679e-27
"YBL067C",1154.88389744607,0.26341793483291,0.0716096988493749,3.67852314791866,0.000234588403066599,0.000989956799045125
"YBR197C",178.180880481523,-0.50152388855866,0.11882674490482,-4.22063138193663,2.43619022605988e-05,0.000126507453398813
"YBR177C",673.34668393568,-0.248479097426664,0.0910517512576664,-2.72898757019506,0.0063529098458457,0.0182057793606589
"YBR044C",256.232954119952,-0.643534503662151,0.126763323077953,-5.07666167181819,3.84123964825707e-07,2.70582686922479e-06
